"Year","County","Sex","Age","Harvest_Increase","year_freq","Class","Value","Class_Specify","Sex2","N_preharvest"
2029,"Jackson","Female","Sexually Mature",0.4,"2029",NA,42.0080484062419,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.4,"2029",NA,41.2523674242424,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.4,"2029",NA,40.8297465327595,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.4,"2029",NA,40.6139742468563,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.4,"2029",NA,40.5165088613741,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.4,"2029",NA,40.4681253623852,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.4,"2029",NA,40.4423041531194,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.5,"2029",NA,39.8398345310387,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.9641813656531,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.5,"2029",NA,41.8881601656886,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.5,"2029",NA,42.5423370664413,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.5,"2029",NA,41.536361379995,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.9721786095585,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.6808159639605,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.5436483853451,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.4787148594378,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.5,"2029",NA,40.4502002325281,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.6,"2029",NA,40.1872408720075,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.6,"2029",NA,41.4126086356739,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.6,"2029",NA,42.4070722952327,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.6,"2029",NA,43.0915045028024,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.6,"2029",NA,41.8320859095347,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.6,"2029",NA,41.1176392923158,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.6,"2029",NA,40.7500166967208,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.6,"2029",NA,40.5820016820858,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.6,"2029",NA,40.5002877162103,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.6,"2029",NA,40.4587686757649,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.7,"2029",NA,40.5440414507772,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.7,"2029",NA,41.8742085268046,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.7,"2029",NA,42.9362626602613,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.7,"2029",NA,43.6487862562822,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.7,"2029",NA,42.128444125781,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.7,"2029",NA,41.2638373182496,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.7,"2029",NA,40.8199142113775,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.7,"2029",NA,40.6124836068479,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.7,"2029",NA,40.5115217236213,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.7,"2029",NA,40.4662840746055,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.8,"2029",NA,40.9038932752518,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.8,"2029",NA,42.3428079242033,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.8,"2029",NA,43.4786726865153,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.8,"2029",NA,44.2246374327151,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.8,"2029",NA,42.4444444444444,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.8,"2029",NA,41.4241373014424,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.8,"2029",NA,40.8937636639864,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.8,"2029",NA,40.6459088700333,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.8,"2029",NA,40.528335967487,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.8,"2029",NA,40.4752894876258,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.9,"2029",NA,41.2724575572771,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.9,"2029",NA,42.8224058123865,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.9,"2029",NA,44.0328413644805,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.9,"2029",NA,44.8047532123555,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.9,"2029",NA,42.7635788760492,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.9,"2029",NA,41.5821033210332,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.9,"2029",NA,40.96875,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.9,"2029",NA,40.6836461126005,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.9,"2029",NA,40.5439745880484,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.9,"2029",NA,40.476856104477,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",1,"2029",NA,41.6488786627117,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",1,"2029",NA,43.3116067691204,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",1,"2029",NA,44.5957761635728,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",1,"2029",NA,45.3988188682066,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",1,"2029",NA,43.0972436429786,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",1,"2029",NA,41.7496558983078,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",1,"2029",NA,41.0484668644906,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",1,"2029",NA,40.7242455775234,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",1,"2029",NA,40.5627542248501,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",1,"2029",NA,40.4876402598498,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.1,"2030",NA,38.4993849938499,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.1,"2030",NA,39.2475138398337,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.1,"2030",NA,39.9123142412888,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.4743022333649,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.7121384886493,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.5782339575335,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.4969531414163,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.4553137544898,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.435301924353,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.1,"2030",NA,40.4288800576108,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.2,"2030",NA,38.826721798682,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.2,"2030",NA,39.6640200158288,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.3928984136989,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.9743876762346,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.2,"2030",NA,41.2297946701616,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.8447198097029,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.6264805060892,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.5196116940688,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.468331217379,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.2,"2030",NA,40.4418228738338,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.3,"2030",NA,39.1566108055983,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.0869135288454,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.8795669824087,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.3,"2030",NA,41.4861712762413,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.3,"2030",NA,41.7587476979742,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.3,"2030",NA,41.1213035960259,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.7639731337101,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.5828660064431,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.4969838840371,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.3,"2030",NA,40.4562186953111,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.4,"2030",NA,39.4952681388013,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.4,"2030",NA,40.5205348615091,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.4,"2030",NA,41.3760392835221,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.4,"2030",NA,42.0080484062419,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.4,"2030",NA,42.3001062054316,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.4,"2030",NA,41.403312513595,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.4,"2030",NA,40.9033758722575,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.4,"2030",NA,40.6460210686635,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.4,"2030",NA,40.5276775162104,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.4,"2030",NA,40.4735134440554,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.5,"2030",NA,39.8398345310387,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.5,"2030",NA,40.9641813656531,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.5,"2030",NA,41.8881601656886,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.5,"2030",NA,42.5423370664413,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.5,"2030",NA,42.8566855533148,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.5,"2030",NA,41.7010054392616,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.5,"2030",NA,41.0506616762465,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.5,"2030",NA,40.7215972433364,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.5,"2030",NA,40.5682204831575,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.5,"2030",NA,40.4894745849735,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.6,"2030",NA,40.1872408720075,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.6,"2030",NA,41.4126086356739,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.6,"2030",NA,42.4070722952327,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.6,"2030",NA,43.0915045028024,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.6,"2030",NA,43.4275869058478,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.6,"2030",NA,42.0083974807558,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.6,"2030",NA,41.2030289025561,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.6,"2030",NA,40.7911312673217,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.6,"2030",NA,40.5992672398157,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.6,"2030",NA,40.5052201211944,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.7,"2030",NA,40.5440414507772,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.7,"2030",NA,41.8742085268046,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.7,"2030",NA,42.9362626602613,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.7,"2030",NA,43.6487862562822,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.7,"2030",NA,44.003423558361,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.7,"2030",NA,42.3189805699001,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.7,"2030",NA,41.3596126201105,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.7,"2030",NA,40.8607925121792,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.7,"2030",NA,40.6312857805972,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.7,"2030",NA,40.5179127725857,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.8,"2030",NA,40.9038932752518,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.8,"2030",NA,42.3428079242033,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.8,"2030",NA,43.4786726865153,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.8,"2030",NA,44.2246374327151,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.8,"2030",NA,44.6009566494671,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.8,"2030",NA,42.6479295780208,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.8,"2030",NA,41.5239553531853,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.8,"2030",NA,40.9453652547575,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.8,"2030",NA,40.6755863891642,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.8,"2030",NA,40.5406529423997,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.9,"2030",NA,41.2724575572771,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.9,"2030",NA,42.8224058123865,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.9,"2030",NA,44.0328413644805,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.9,"2030",NA,44.8047532123555,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.9,"2030",NA,45.2107127223527,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.9,"2030",NA,42.9866532359607,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.9,"2030",NA,41.6931535091487,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.9,"2030",NA,41.0250808354453,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.9,"2030",NA,40.7121426050124,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.9,"2030",NA,40.5573581048047,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",1,"2030",NA,41.6488786627117,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",1,"2030",NA,43.3116067691204,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",1,"2030",NA,44.5957761635728,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",1,"2030",NA,45.3988188682066,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",1,"2030",NA,45.8342095302183,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",1,"2030",NA,43.3398803678243,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",1,"2030",NA,41.8704772373363,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",1,"2030",NA,41.1144297181258,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",1,"2030",NA,40.7545390238151,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",1,"2030",NA,40.5798479087453,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.1,"2031",NA,38.4993849938499,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.1,"2031",NA,39.2475138398337,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.1,"2031",NA,39.9123142412888,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.4743022333649,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.7121384886493,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.8341874950721,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.6370169994961,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.5251080633972,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.4685864576903,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.1,"2031",NA,40.44240625843,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.2,"2031",NA,38.826721798682,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.2,"2031",NA,39.6640200158288,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.3928984136989,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.9743876762346,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.2,"2031",NA,41.2297946701616,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.2,"2031",NA,41.3606699717111,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.9080577338334,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.6616067592725,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.5318872768179,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.2,"2031",NA,40.4746018392272,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.3,"2031",NA,39.1566108055983,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.3,"2031",NA,40.0869135288454,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.3,"2031",NA,40.8795669824087,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.3,"2031",NA,41.4861712762413,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.3,"2031",NA,41.7587476979742,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.3,"2031",NA,41.8998417296264,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.3,"2031",NA,41.1877569666514,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.3,"2031",NA,40.7973667210139,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.3,"2031",NA,40.5974686685693,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.3,"2031",NA,40.5062896026469,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.4,"2031",NA,39.4952681388013,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.4,"2031",NA,40.5205348615091,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.4,"2031",NA,41.3760392835221,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.4,"2031",NA,42.0080484062419,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.4,"2031",NA,42.3001062054316,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.4,"2031",NA,42.4493436982286,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.4,"2031",NA,41.4793518034501,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.4,"2031",NA,40.9391534391534,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.4,"2031",NA,40.6671564044344,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.4,"2031",NA,40.5392684238838,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.5,"2031",NA,39.8398345310387,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.5,"2031",NA,40.9641813656531,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.5,"2031",NA,41.8881601656886,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.5,"2031",NA,42.5423370664413,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.5,"2031",NA,42.8566855533148,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.5,"2031",NA,43.0169687489373,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.5,"2031",NA,41.7789001122334,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.5,"2031",NA,41.0908702768092,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.5,"2031",NA,40.737675422814,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.5,"2031",NA,40.5734585130677,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.6,"2031",NA,40.1872408720075,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.6,"2031",NA,41.4126086356739,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.6,"2031",NA,42.4070722952327,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.6,"2031",NA,43.0915045028024,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.6,"2031",NA,43.4275869058478,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.6,"2031",NA,43.5979373955988,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.6,"2031",NA,42.0907892258429,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.6,"2031",NA,41.2411415437656,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.6,"2031",NA,40.806270127653,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.6,"2031",NA,40.6077672181157,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.7,"2031",NA,40.5440414507772,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.7,"2031",NA,41.8742085268046,NA,"PrecM",NA
2028,"Jackson","Female","Sexually Mature",0.7,"2031",NA,42.9362626602613,NA,"PrecM",NA
2029,"Jackson","Female","Sexually Mature",0.7,"2031",NA,43.6487862562822,NA,"PrecM",NA
2030,"Jackson","Female","Sexually Mature",0.7,"2031",NA,44.003423558361,NA,"PrecM",NA
2031,"Jackson","Female","Sexually Mature",0.7,"2031",NA,44.1905574737169,NA,"PrecM",NA
2032,"Jackson","Female","Sexually Mature",0.7,"2031",NA,42.417004048583,NA,"PrecM",NA
2033,"Jackson","Female","Sexually Mature",0.7,"2031",NA,41.4029296472045,NA,"PrecM",NA
2034,"Jackson","Female","Sexually Mature",0.7,"2031",NA,40.8898748482692,NA,"PrecM",NA
2035,"Jackson","Female","Sexually Mature",0.7,"2031",NA,40.652706239973,NA,"PrecM",NA
2026,"Jackson","Female","Sexually Mature",0.8,"2031",NA,40.9038932752518,NA,"PrecM",NA
2027,"Jackson","Female","Sexually Mature",0.8,"2031",NA,42.3428079242033,NA,"PrecM",NA
